id_dep;nome;partido;UF;tema_10;tema_11;tema_12;tema_13;tema_14;tema_15;tema_16;tema_17;tema_18;tema_19;tema_1;tema_2;tema_3;tema_4;tema_5;tema_6;tema_7;tema_8;tema_9
73424;"SimãoSessim";pp;RJ;não votou;sim;não votou;não votou;sim;sim;não votou;não votou;não votou;não votou;sim;não votou;não votou;não votou;sim;sim;7 não votou;não votou;sim
160611;"ToninhoPinheiro";pp;MG;sim;sim;sim;não votou;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim
141558;"WaldirMaranhão";pp;MA;sim;não votou;sim;não votou;sim;sim;não votou;não votou;não votou;não votou;não votou;sim;sim;não votou;não;sim;sim;sim;não votou
178972;"AlexManente";pps;SP;não;sim;sim;sim;não;não;não;sim;sim;não;sim;sim;sim;sim;sim;sim;não;não;sim
160602;"ArnaldoJordy";pps;PA;não;não;sim;sim;não;não;não;sim;sim;não;sim;não votou;não votou;sim;não;não;não;não;não
164360;"CarmenZanotto";pps;SC;não;sim;sim;sim;não;não;não;sim;sim;não;sim;sim;sim;sim;não;não;não;não;sim
178883;"ElizianeGama";pps;MA;não;não;sim;sim;não;não;não;sim;sim;não;não votou;não;sim;sim;não;não;não;não;não
178849;"HissaAbrahão";pps;AM;não;sim;sim;sim;não votou;não;não;sim;sim;não;sim;sim;sim;não votou;não;não;não;não;sim
178880;"MarcosAbrão";pps;GO;não;sim;sim;sim;não;não;não;sim;sim;não;sim;não;sim;sim;não;sim;não;não;sim
178997;"MosesRodrigues";pps;CE;sim;sim;sim;sim;não;não;não;sim;sim;não;sim;não;sim;sim;sim;sim;não;não;não
74048;"RaulJungmann";pps;PE;não votou;não;não;não votou;não;não;não;não;não votou;não;não votou;não votou;sim;sim;não;não;não;não votou;sim
73805;"RobertoFreire";pps;SP;não;sim;sim;sim;não votou;não;não;não;abstenção;não;não votou;sim;sim;sim;não;não;não;não;sim
73466;"RubensBueno";pps;PR;não;sim;sim;sim;não;não;não;sim;sim;não;sim;não;sim;sim;não;não;não;não;sim
160621;"SandroAlex";pps;PR;não;sim;sim;sim;não;não;não;sim;sim;não;sim;sim;sim;sim;sim;sim;não;não;sim
141372;"AeltonFreitas";pr;MG;não;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim
178846;"AlfredoNascimento";pr;AM;não;sim;sim;não votou;sim;sim;não votou;não votou;não votou;não votou;sim;sim;sim;sim;não votou;não votou;sim;sim;sim
178937;"AltineuCôrtes";pr;RJ;não;sim;sim;não votou;sim;não votou;sim;não;sim;sim;sim;sim;não votou;sim;sim;sim;não votou;sim;sim
160551;"AndersonFerreira";pr;PE;não;sim;sim;sim;sim;sim;sim;não votou;sim;não;sim;sim;não;sim;sim;sim;sim;sim;sim
141513;"BilacPinto";pr;MG;não;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim
178865;"CaboSabino";pr;CE;não;não votou;sim;não;sim;sim;não;sim;sim;sim;não;sim;não votou;sim;sim;sim;sim;não;não
178829;"CapitãoAugusto";pr;SP;não;sim;sim;sim;sim;sim;sim;não;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim
178939;"ClarissaGarotinho";pr;RJ;não;não;sim;sim;sim;não;sim;não;sim;não;sim;sim;não votou;sim;não;não;não;não;não
178940;"Dr.João";pr;RJ;não;sim;sim;abstenção;sim;sim;sim;não;sim;não;sim;sim;não;sim;sim;sim;sim;sim;sim
160677;"FranciscoFloriano";pr;RJ;não;sim;sim;abstenção;sim;sim;sim;não;sim;sim;não;sim;sim;sim;sim;não votou;sim;sim;sim
74383;Giacobo;pr;PR;não;não votou;não votou;não votou;sim;sim;sim;não;sim;sim;não votou;não votou;não votou;não votou;sim;sim;7 sim;sim;sim
129618;"GoretePereira";pr;CE;não votou;sim;não votou;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;não votou;não votou;sim
141458;"JoãoCarlosBacelar";pr;BA;não;sim;sim;não;sim;sim;sim;não;sim;não votou;sim;não votou;não votou;não votou;sim;não votou;7 sim;sim;não
160509;"JorginhoMello";pr;SC;não;sim;não votou;sim;sim;sim;não votou;não votou;sim;não votou;sim;não votou;sim;não votou;sim;sim;não votou;sim;sim
74554;"JoséRocha";pr;BA;não;sim;sim;sim;sim;sim;não votou;não votou;sim;não votou;sim;não votou;sim;sim;sim;sim;sim;sim;sim
141478;"LaerteBessa";pr;DF;não;sim;sim;não;sim;sim;sim;não votou;sim;sim;não;sim;sim;não votou;sim;sim;sim;sim;não votou
74585;"LincolnPortela";pr;MG;não;não;sim;sim;sim;não votou;não votou;não votou;sim;não votou;abstenção;sim;sim;sim;sim;sim;sim;não;não
141484;"LúcioVale";pr;PA;não;sim;sim;não;sim;sim;sim;não;sim;não;não;sim;sim;sim;sim;sim;sim;sim;não votou
178955;"LuizCláudio";pr;RO;não;sim;sim;sim;sim;sim;sim;não;sim;abstenção;sim;sim;abstção;sim;sim;sim;sim;sim;sim
162332;"LuizNishimori";pr;PR;não;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim
166402;"MagdaMofatto";pr;GO;não;sim;sim;não;sim;sim;sim;não;sim;sim;não votou;não votou;sim;sim;sim;sim;sim;sim;sim
178983;"MarcioAlvino";pr;SP;não;sim;sim;abstenção;sim;sim;sim;não;sim;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim
178943;"MarcosSoares";pr;RJ;não votou;abstenção;sim;não;sim;não;sim;sim;sim;sim;sim;não votou;não votou;sim;sim;sim;não votou;não votou;não votou
74050;"MaurícioQuintellaLessa";pr;AL;não;não votou;sim;abstenção;sim;sim;sim;não;sim;sim;não votou;não votou;sim;sim;sim;sim;sim;sim;sim
178985;"MiguelLombardi";pr;SP;não;sim;sim;abstenção;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim
74787;"MiltonMonti";pr;SP;não;não votou;sim;abstenção;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim
74017;"PauloFeijó";pr;RJ;não votou;sim;não votou;sim;sim;não;sim;não;sim;não;sim;sim;não;sim;sim;sim;não votou;não votou;sim
160558;"PauloFreire";pr;SP;não;sim;sim;abstenção;não;não;sim;não;sim;não;sim;sim;não votou;não votou;sim;sim;sim;não;não votou
178960;"RemídioMonai";pr;RR;não;sim;sim;não;não votou;sim;sim;não;sim;sim;não votou;não votou;sim;sim;sim;sim;sim;sim;sim
187008;"SilasFreire";pr;PI;não;não;sim;sim;sim;sim;sim;não;sim;não;não;sim;sim;sim;sim;sim;não;sim;não
160976;Tiririca;pr;SP;não;sim;sim;sim;sim;não;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não
160591;"ViniciusGurgel";pr;AP;não;não votou;sim;não;não votou;sim;sim;não;não votou;não;não votou;sim;não votou;sim;sim;sim;sim;sim;sim
74043;"WellingtonRoberto";pr;PB;não;não votou;sim;sim;sim;sim;sim;não;sim;sim;sim;não votou;sim;sim;sim;não votou;sim;sim;sim
178949;"ZenaideMaia";pr;RN;não;não;sim;sim;sim;sim;sim;não;sim;sim;não;sim;sim;sim;não;não;sim;sim;abstenção
178836;"AlanRick";prb;AC;não;sim;sim;sim;sim;não;sim;não;sim;sim;não;sim;sim;sim;sim;sim;sim;não;sim
178831;"AndréAbdon";prb;AP;não;sim;sim;não;sim;sim;não;não;sim;não;sim;sim;sim;sim;sim;sim;sim;não;sim
141383;"AntonioBulhões";prb;SP;não;sim;sim;não;sim;sim;não;não;sim;não;sim;sim;sim;sim;sim;sim;sim;não;não
73437;"BetoMansur";prb;SP;não;sim;sim;não;não votou;sim;não votou;não votou;não votou;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim
178962;"CarlosGomes";prb;RS;não;sim;sim;não;sim;sim;sim;não;sim;sim;sim;não;sim;sim;sim;sim;sim;não;sim
73441;"CelsoRussomanno";prb;SP;não;sim;sim;sim;sim;sim;não;não;sim;não;sim;não votou;sim;não votou;sim;sim;sim;não;não votou
160576;"CésarHalum";prb;TO;não;sim;sim;não;sim;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim
141408;"CleberVerde";prb;MA;não;sim;sim;sim;sim;sim;não votou;não votou;sim;não votou;sim;não votou;sim;não votou;sim;sim;sim;não;sim
66828;"FaustoPinato";prb;SP;não;sim;sim;não;sim;não;não;não;sim;não;sim;não votou;não;sim;sim;sim;sim;não;sim
160531;"JhonatandeJesus";prb;RR;não;sim;sim;não votou;não votou;não;não;não;não votou;sim;não;sim;sim;sim;sim;sim;sim;não;sim
178971;"JonyMarcos";prb;SE;não;não;sim;sim;sim;sim;não;sim;sim;não;sim;não votou;não votou;não;sim;sim;sim;não;não
118594;"MarceloSquassoni";prb;SP;não;sim;sim;abstenção;sim;não;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;não;sim
150418;"MárcioMarinho";prb;BA;não;sim;sim;não votou;sim;não;não;não;sim;não;sim;sim;sim;sim;sim;sim;sim;não;não
152610;"RobertoAlves";prb;SP;não;sim;sim;sim;sim;sim;não;não;sim;não;não;sim;sim;sim;sim;sim;sim;não;não votou
178944;"RobertoSales";prb;RJ;não;não votou;sim;sim;sim;não votou;sim;não;sim;não;não;sim;sim;sim;sim;sim;sim;não;sim
122466;"RonaldoMartins";prb;CE;não;sim;sim;não;sim;não;não;não;sim;não;não;sim;sim;sim;sim;sim;sim;não;não
178945;"RosangelaGomes";prb;RJ;não;sim;sim;sim;sim;não;não;não;sim;não;sim;sim;sim;sim;sim;sim;sim;não;sim
178991;"SérgioReis";prb;SP;não;sim;sim;não votou;sim;sim;não votou;não votou;não votou;não votou;não votou;sim;sim;sim;não votou;não votou;sim;não;não votou
178862;"TiaEron";prb;BA;não;sim;sim;sim;sim;não;não;não;sim;não;sim;sim;sim;não votou;sim;sim;sim;não;sim
141555;"ViniciusCarvalho";prb;SP;não;sim;sim;não;sim;sim;não;não;sim;não;não;sim;sim;sim;sim;sim;sim;não;sim
133374;"AdemirCamilo";pros;MG;sim;sim;sim;não;não votou;não;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;não;não;não
74213;"AntonioBalhmann";pros;CE;não;não votou;sim;não;sim;sim;não votou;não votou;sim;não votou;não votou;não votou;não votou;não votou;sim;sim;7 não;sim;sim
74103;"AriostoHolanda";pros;CE;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou
;sim;não votou;não votou;não votou;não votou;6 não votou;7 não votou;não votou;não votou
178906;"BetoSalame";pros;PA;não;sim;sim;sim;sim;sim;sim;não;sim;sim;não votou;sim;sim;sim;não;não;não;não;não
143632;"DomingosNeto";pros;CE;sim;sim;sim;abstenção;sim;sim;não votou;não votou;sim;não votou;sim;não votou;sim;sim;não;não votou;sim;não;sim
160643;"Dr.JorgeSilva";pros;ES;não;sim;sim;não;sim;sim;sim;não;sim;sim;não;sim;sim;sim;não;sim;não;não;sim
74558;"GivaldoCarimbão";pros;AL;não;sim;sim;não;sim;sim;sim;não votou;sim;não;não votou;não votou;sim;não votou;não;não;sim;sim;sim
141450;"HugoLeal";pros;RJ;sim;não votou;sim;sim;sim;sim;não votou;não votou;não votou;não votou;sim;não votou;sim;sim;não;não;sim;sim;sim
74299;"LeônidasCristino";pros;CE;não;sim;sim;não;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;não;não;sim;não;sim
74862;"MiroTeixeira";pros;RJ;sim;não;sim;sim;não;não;não;sim;sim;não;não votou;não;não;sim;não;não;não;não;não
178951;"RafaelMotta";pros;RN;não;sim;sim;sim;sim;não votou;sim;não votou;sim;sim;sim;não;sim;sim;não;sim;sim;não;não votou
160637;"RonaldoFonseca";pros;DF;não;sim;sim;não;não;não;não;sim;sim;não;sim;sim;não votou;sim;sim;sim;não;não;sim
141552;"ValtenirPereira";pros;MT;não;não votou;sim;sim;sim;sim;não;não;sim;não;sim;sim;sim;não;sim;sim;não;não;sim
74308;"VicenteArruda";pros;CE;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;sim;sim;sim;não;não votou;não votou;não votou;não votou;não votou
178936;"AlexandreValle";prp;RJ;não;sim;sim;sim;sim;não;sim;sim;sim;não;sim;sim;sim;sim;não votou;não votou;sim;sim;sim
178886;"JuscelinoFilho";prp;MA;sim;sim;sim;não;sim;sim;sim;não;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim
179000;"MarceloÁlvaroAntônio";prp;MG;sim;sim;sim;sim;sim;não;não;não;sim;não;sim;sim;sim;sim;sim;sim;sim;não;sim
178841;"CíceroAlmeida";prtb;AL;sim;sim;sim;sim;não;não;sim;não;sim;sim;não votou;sim;sim;sim;sim;sim;sim;não;não votou
178903;"AdiltonSachetti";psb;MT;não;sim;sim;não;sim;não;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim
74459;"ÁtilaLira";psb;PI;não;não;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;não;não;sim;sim;não
178834;Bebeto;psb;BA;não;não;sim;sim;não;não;sim;não;não votou;sim;não votou;não votou;não;não;não;não;não;não;não
178838;"CésarMessias";psb;AC;não;não votou;não votou;não;não;não;sim;não;sim;sim;sim;não votou;não votou;sim;não;não;não votou;não;não votou
178905;"FabioGarcia";psb;MT;não;sim;sim;não;sim;não;sim;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim
190149;"FabricioOliveira";psb;SC;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não;sim;sim;sim;não votou;não votou;não votou;não votou;não votou
141431;"FernandoCoelhoFilho";psb;PE;não;não;sim;não;sim;não;sim;não;sim;sim;sim;sim;sim;sim;não;não;sim;sim;sim
178978;Flavinho;psb;SP;não;não;sim;sim;não;não;sim;não;sim;não;não;sim;sim;sim;não;não;não;não;sim
152605;"GlauberBraga";psb;RJ;não;não;sim;sim;não;não;não;não;sim;não;não votou;não;não;não;não;não;não;não;não
74419;"GonzagaPatriota";psb;PE;não;sim;sim;sim;não;não;sim;não;sim;não;não;não votou;sim;não votou;sim;sim;não;não;sim
178964;"HeitorSchuch";psb;RS;não;não;sim;sim;não;não;sim;não;sim;sim;não;não votou;sim;sim;não;não;não;não;não
97707;"HeráclitoFortes";psb;PI;sim;não;sim;não votou;não votou;não;sim;não;não votou;não votou;sim;sim;sim;sim;abstção;sim;sim;sim;sim
73926;"JaneteCapiberibe";psb;AP;não;não votou;sim;sim;não votou;não votou;sim;não;sim;sim;não;não votou;não votou;não votou;não;não;7 não;não;não
178842;JHC;psb;AL;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não;não votou;não votou;não votou;não votou;6 não votou;7 não votou;não votou;não votou
178917;"JoãoFernandoCoutinho";psb;PE;não;não;sim;sim;sim;não;sim;não;sim;sim;não;sim;não;abstção;não;não;sim;não;sim
73714;"JoséReinaldo";psb;MA;sim;não votou;sim;não;sim;sim;sim;não;sim;sim;sim;não;sim;não votou;sim;sim;sim;sim;sim
160607;"JoseStédile";psb;RS;não;não;sim;sim;não;não;sim;não;sim;sim;não;não votou;não;sim;não;não;não;não;não
73586;"JúlioDelgado";psb;MG;não;não;sim;sim;não;não votou;sim;não;sim;sim;não;sim;sim;sim;não;abstção;não;sim;sim
160659;"KeikoOta";psb;SP;não;não;sim;sim;sim;sim;sim;não;sim;sim;não votou;não votou;não;sim;sim;sim;sim;sim;sim
160663;"LeopoldoMeyer";psb;PR;não;não;sim;sim;não;não;sim;não;sim;não votou;sim;não votou;sim;sim;não;não;não;não;sim
178931;"LucianoDucci";psb;PR;não;sim;sim;sim;não;não;sim;não;sim;sim;não;não votou;sim;sim;sim;sim;sim;sim;sim
74784;"LuizaErundina";psb;SP;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não;não votou;não;não;não;não;não votou;não votou;não
178982;"LuizLauroFilho";psb;SP;não;não;sim;não;não votou;sim;sim;não;sim;não;não;sim;sim;sim;sim;sim;sim;sim;sim
64960;"MariaHelena";psb;RR;não;não;sim;sim;não;não;sim;não;sim;sim;não;não votou;não votou;sim;não;não;sim;sim;não
178919;"MarinaldoRosendo";psb;PE;sim;não votou;sim;sim;sim;não;sim;não;sim;sim;não;não votou;sim;sim;sim;sim;não;não;sim
160642;"PastorEurico";psb;PE;sim;sim;não;sim;não;não;sim;não;sim;sim;não votou;sim;sim;sim;sim;sim;não;sim;sim
160517;"PauloFoletto";psb;ES;não;sim;sim;sim;não;não;sim;não;sim;sim;sim;sim;não;sim;não;sim;não;não;sim
178926;"RodrigoMartins";psb;PI;não;não;sim;sim;não;não;sim;não;sim;sim;não;não;sim;sim;não votou;não votou;não;sim;sim
92776;"StefanoAguiar";psb;MG;sim;não;sim;abstenção;não;não;sim;não;sim;sim;sim;não votou;não;sim;sim;sim;sim;sim;sim
178922;"TadeuAlencar";psb;PE;não;não;sim;sim;sim;não;sim;não;sim;sim;não;não votou;não;não;não;não;não;não;não
178898;"TenenteLúcio";psb;MG;não;não;sim;sim;não;sim;sim;sim;sim;sim;não;sim;não;sim;não;não;sim;sim;sim
178901;"TerezaCristina";psb;MS;não votou;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;não;não;sim;não;sim;sim;não votou;sim
141384;"ValadaresFilho";psb;SE;não;não;sim;sim;não;não;não votou;não votou;sim;não votou;não;sim;sim;sim;não;sim;sim;não;não votou
137070;"VicentinhoJúnior";psb;TO;não;sim;sim;não;sim;sim;sim;não;sim;sim;não;não votou;não votou;sim;sim;sim;sim;sim;sim
160543;"AndreMoura";psc;SE;sim;não votou;sim;sim;não votou;não;sim;não votou;sim;sim;não votou;não votou;não;sim;sim;sim;sim;sim;sim
160578;"EdmarArruda";psc;PR;sim;não votou;sim;não votou;não;sim;sim;sim;não votou;sim;não votou;sim;não;sim;sim;sim;sim;não;não votou
92346;"EduardoBolsonaro";psc;SP;sim;sim;sim;não;não;não;sim;abstenção;sim;sim;não;sim;não;sim;sim;sim;sim;sim;não votou
99654;"EriveltonSantana";psc;BA;sim;sim;sim;não;não;não;sim;não;sim;sim;não;sim;não;sim;sim;sim;sim;sim;sim
74270;"GilbertoNascimento";psc;SP;sim;sim;sim;sim;não;não;não votou;não votou;sim;não votou;sim;não votou;não;sim;sim;sim;sim;sim;sim
178855;"IrmãoLazaro";psc;BA;não;sim;sim;sim;não;não;não;sim;sim;sim;não votou;não votou;sim;sim;não votou;sim;não;sim;sim
67312;"JúliaMarinho";psc;PA;não votou;sim;sim;sim;não;não;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;não votou;sim
178852;"MarcosReategui";psc;AP;não;não;sim;abstenção;não;não votou;sim;sim;sim;sim;não;não votou;sim;não votou;não;sim;sim;não;não
160601;"Pr.MarcoFeliciano";psc;SP;sim;sim;sim;sim;não votou;não votou;não;sim;sim;sim;sim;não votou;não;sim;sim;sim;sim;não;não
148134;"ProfessorVictórioGalli";psc;MT;sim;sim;sim;sim;não;não;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;não;sim
178998;"RaquelMuniz";psc;MG;sim;sim;sim;sim;não;não;sim;não;sim;sim;sim;sim;não;sim;sim;sim;sim;não;sim
4930;"SilvioCosta";psc;PE;não;sim;sim;não;sim;sim;não;não;sim;não;sim;sim;sim;não;não;não;sim;sim;sim
74385;Takayama;psc;PR;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;sim;sim;sim;não votou;sim;não votou;não votou;não votou
178833;"AlexandreSerfiotis";psd;RJ;não;não;sim;não votou;sim;não;não;não;sim;não;não;sim;não;sim;sim;sim;sim;sim;sim
74090;"ÁtilaLins";psd;AM;não votou;sim;sim;não;sim;sim;não votou;não votou;sim;sim;não votou;sim;sim;sim;sim;sim;sim;não votou;sim
73720;"CesarSouza";psd;SC;sim;sim;sim;sim;não votou;sim;sim;sim;não votou;não;sim;sim;não;sim;sim;sim;sim;sim;sim
178841;"CíceroAlmeida";psd;AL;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;sim;não votou;não votou;não votou;não votou;6 não votou;7 não votou;não votou;não votou
160552;"DanrleideDeusHinterholz";psd;RS;não;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não
178908;"DelegadoÉderMauro";psd;PA;não;sim;sim;sim;não;sim;sim;não;sim;não;não;sim;sim;sim;sim;sim;sim;sim;abstenção
160588;"DiegoAndrade";psd;MG;não;sim;sim;não votou;sim;sim;não votou;não votou;sim;não votou;sim;sim;sim;sim;sim;sim;sim;sim;sim
178930;"EvandroRoman";psd;PR;não;sim;sim;sim;sim;sim;sim;não;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim
141428;"FábioFaria";psd;RN;não;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;abstção;sim;sim;sim;sim;sim
178969;"FábioMitidieri";psd;SE;não;sim;sim;não votou;sim;sim;sim;não;sim;sim;não;sim;não;sim;sim;sim;sim;sim;sim
141430;"FelipeBornier";psd;RJ;sim;sim;sim;sim;não;não;sim;sim;sim;sim;não votou;sim;não;sim;sim;sim;sim;sim;não votou
160676;"FernandoTorres";psd;BA;sim;sim;sim;não;sim;não votou;não votou;não votou;sim;não votou;sim;sim;sim;sim;não;não;sim;sim;sim
178907;"FranciscoChapadinha";psd;PA;não votou;sim;não votou;sim;não votou;sim;sim;não;sim;não;sim;sim;sim;sim;sim;não votou;não votou;não votou;sim
178980;Goulart;psd;SP;não;não;sim;abstenção;não votou;sim;sim;não;sim;sim;sim;sim;não votou;sim;sim;sim;sim;sim;sim
178981;"HerculanoPassos";psd;SP;não;sim;sim;abstenção;sim;sim;sim;não;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim
160596;"HeulerCruvinel";psd;GO;não votou;sim;não votou;não;sim;não;sim;não;sim;não;sim;não;não;sim;sim;sim;não votou;não votou;sim
141389;"IndiodaCosta";psd;RJ;não;sim;sim;abstenção;não votou;sim;não;sim;sim;não;não votou;sim;sim;sim;sim;sim;sim;sim;não votou
81232;"IrajáAbreu";psd;TO;não votou;sim;não votou;sim;sim;sim;não votou;não votou;sim;não votou;sim;não votou;não votou;sim;sim;sim;não votou;não votou;sim
74665;"JaimeMartins";psd;MG;sim;sim;sim;não votou;sim;sim;sim;sim;não votou;sim;sim;não votou;sim;sim;sim;sim;sim;sim;sim
74273;"JeffersonCampos";psd;SP;sim;sim;sim;abstenção;não;não;sim;não;sim;sim;sim;não votou;não votou;sim;sim;sim;sim;sim;sim
160571;"JoãoRodrigues";psd;SC;sim;sim;sim;não;não;não;sim;não;sim;não;sim;sim;não;sim;sim;sim;sim;sim;sim
178910;"JoaquimPassarinho";psd;PA;não;sim;sim;sim;não;sim;sim;não;sim;não;não votou;sim;sim;sim;sim;sim;sim;sim;sim
74140;"JoséCarlosAraújo";psd;BA;não;sim;sim;sim;sim;não votou;sim;não;sim;sim;sim;não votou;não;sim;sim;sim;sim;sim;sim
160619;"JoséNunes";psd;BA;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não votou;sim;sim;não;não;sim
74317;"JúlioCesar";psd;PI;sim;sim;sim;abstenção;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim
141500;"MarcosMontes";psd;MG;sim;sim;sim;não;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim
74574;"PauloMagalhães";psd;BA;não;sim;sim;não;sim;sim;sim;não;sim;não;sim;sim;sim;sim;não;não;sim;não;não votou
160655;"RicardoIzar";psd;SP;sim;não;sim;não votou;sim;sim;sim;não;sim;não;sim;não votou;sim;sim;sim;sim;sim;sim;sim
160426;"RogérioRosso";psd;DF;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;abstção;sim;sim;sim;sim;sim;sim
141536;"RômuloGouveia";psd;PB;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim
73808;"SérgioBrito";psd;BA;sim;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;não;sim
160612;"SergioZveiter";psd;RJ;não votou;não votou;não votou;sim;sim;sim;sim;não;sim;sim;não votou;não votou;não votou;sim;não votou;não votou;7 não votou;não votou;sim
74356;"SilasCâmara";psd;AM;não;sim;sim;abstenção;sim;sim;sim;não;sim;sim;sim;sim;não;sim;não votou;não votou;sim;sim;não votou
178947;"SóstenesCavalcante";psd;RJ;sim;sim;sim;sim;não;não;sim;sim;sim;não;sim;sim;não;sim;sim;sim;sim;sim;não
160617;"ThiagoPeixoto";psd;GO;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;não votou;sim;não votou;não votou;não votou;não votou;6 não votou;7 não votou;não votou;não votou
141560;"WalterIhoshi";psd;SP;não;sim;sim;não;sim;sim;não;não;sim;não;não votou;sim;abstção;sim;sim;sim;sim;sim;sim
178875;"AlexandreBaldy";psdb;GO;não votou;sim;não votou;abstenção;não;não;sim;sim;sim;não;sim;não votou;sim;não votou;sim;sim;não votou;não votou;sim
141454;"AlfredoKaefer";psdb;PR;não;sim;sim;não;não;não;sim;não;sim;não;sim;não votou;sim;sim;sim;sim;sim;sim;sim
73584;"AntonioCarlosMendesThame";psdb;SP;não;não votou;sim;sim;não votou;não;não;não;sim;não;sim;sim;sim;sim;não votou;não votou;sim;sim;não votou
160530;"AntonioImbassahy";psdb;BA;não;sim;sim;não;não;não;não;sim;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim
178847;"ArthurVirgílioBisneto";psdb;AM;sim;sim;sim;sim;não;não;sim;não;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim
178915;"BetinhoGomes";psdb;PE;não;sim;sim;sim;não;não;sim;sim;sim;não;sim;sim;sim;abstção;não;não;sim;sim;sim
74650;"BonifáciodeAndrada";psdb;MG;sim;sim;sim;sim;não votou;não;não;não;sim;não;sim;sim;não;sim;sim;sim;sim;sim;não votou
160589;"BrunaFurlan";psdb;SP;sim;sim;sim;sim;não votou;não;sim;não;sim;não;sim;não votou;não votou;sim;sim;sim;sim;sim;sim
141394;"BrunoAraújo";psdb;PE;sim;sim;sim;abstenção;não votou;não;sim;não;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;não votou
178976;"BrunoCovas";psdb;SP;não;não;sim;não;não;não;não;não;sim;não;sim;sim;sim;sim;sim;sim;sim;sim;sim
178891;"CaioNarcio";psdb;MG;não;sim;sim;abstenção;não;não;sim;não;não votou;não;sim;sim;não;sim;sim;sim;sim;sim;sim
74262;"CarlosSampaio";psdb;SP;não;sim;sim;sim;não;não;sim;não;sim;não;não votou;não votou;não votou;sim;sim;sim;sim;sim;não votou
178876;"CélioSilveira";psdb;GO;sim;sim;sim;abstenção;não;não;sim;não;sim;não;sim;não;sim;sim;sim;sim;sim;sim;sim
178916;"DanielCoelho";psdb;PE;sim;não;sim;sim;não;não;sim;sim;sim;não;sim;sim;não;abstção;sim;sim;sim;abstenção;sim
164359;"DelegadoWaldir";psdb;GO;sim;sim;sim;sim;não;não;não;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim;sim
160758;"DomingosSávio";psdb;MG;não;sim;sim;abstenção;não;não votou;sim;não;sim;não;sim;não votou;não;sim;sim;sim;sim;sim;sim
74655;"EduardoBarbosa";psdb;MG;não;sim;sim;sim;não;não;sim;não;sim;sim;sim;sim;não;sim;não;não;sim;sim;sim
